Time (s),Amplitude,Instantaneous_freq,Amplitude_abs,Amplitude_roll_mean,Amplitude_energy
0.308,-3414.1875,21.508445739746094,3414.1875,-2534.600341796875,11656676.0
0.312,-1562.4248,21.405677795410156,1562.4248,-2823.938232421875,2441171.2
0.316,1157.3511,21.846227645874023,1157.3511,-2245.262451171875,1339461.5
0.32,3877.1284,22.32404136657715,3877.1284,-798.57275390625,15032125.0
0.324,5497.418,23.138917922973633,5497.418,1111.05703125,30221604.0
0.328,5092.3438,23.725812911987305,5092.3438,2812.36328125,25931964.0
0.332,2835.5112,23.744443893432617,2835.5112,3691.95048828125,8040124.0
0.336,0.0,23.177396774291992,0.0,3460.4802734375,0.0
0.34,-2198.9683,22.738357543945312,2198.9683,2245.2609375,4835461.5
0.344,-3182.7173,23.216732025146484,3182.7173,509.23388671875,10129689.0
0.348,-2777.644,226.03565979003906,2777.644,-1064.763671875,7715306.5
0.352,-1504.5571,24.392776489257812,1504.5571,-1932.77734375,2263692.2
0.356,-173.60303,26.226179122924805,173.60303,-1967.49794921875,30138.012
0.36,636.54346,31.602069854736328,636.54346,-1400.39560546875,405187.56
0.364,636.54346,42.23310852050781,636.54346,-636.54345703125,405187.56
0.368,115.73486,48.662322998046875,115.73486,-57.86767578125,13394.559
0.372,-636.54346,36.059993743896484,636.54346,115.73505859375,405187.56
0.376,-1273.0869,26.351436614990234,1273.0869,-104.16171875,1620750.2
0.38,-1562.4248,228.862548828125,1562.4248,-543.95537109375,2441171.2
0.384,-1446.69,19.38142967224121,1446.69,-960.60205078125,2092911.8
0.388,-578.6758,20.95540428161621,578.6758,-1099.4841796875,334865.66
0.392,1388.8218,23.499284744262695,1388.8218,-694.4111328125,1928825.9
0.396,3819.2603,25.32367515563965,3819.2603,324.05830078125,14586749.0
0.4,5092.3438,26.90845489501953,5092.3438,1655.01201171875,25931964.0
0.404,3703.525,27.971242904663086,3703.525,2685.05498046875,13716097.0
0.408,115.73486,28.53807830810547,115.73486,2823.937109375,13394.559
0.412,-3298.4524,28.919588088989258,3298.4524,1886.482275390625,10879788.0
0.416,-4282.199,28.989532470703125,4282.199,266.190380859375,18337230.0
0.42,-2719.7764,220.19680786132812,2719.7764,-1296.233642578125,7397183.5
0.424,-289.3379,32.70879364013672,289.3379,-2094.806201171875,83716.414
0.428,810.146,45.69367599487305,810.146,-1955.923974609375,656336.56
0.432,-115.73535,89.56200408935547,115.73535,-1319.38056640625,13394.672
0.436,-1967.498,45.7260856628418,1967.498,-856.44033203125,3871048.5
